pta_id,name,parties,n_parties,year,date_signed,date_into_force,status,type,notification,composition,region,crossregional,parties_wto,language,wto_rta_id
339,Peru - Chile,"['CHL', 'PER']",2,2006,2006-08-22,2009-03-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,South America,No,Yes,es,514.0
340,MERCOSUR - India,"['ARG', 'BRA', 'IND', 'PRY', 'URY']",5,2004,2004-01-25,2009-06-01,In Force,Partial Scope Agreement,Enabling Clause,Bilateral; One Party is an RTA,South America; West Asia,Yes,Yes,en,520.0
341,El Salvador- Honduras - Chinese Taipei,"['HND', 'SLV', 'TWN']",3,2007,2007-05-07,2008-03-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,East Asia; Central America,Yes,Yes,en,527.0
342,US - Colombia,"['COL', 'USA']",2,2006,2006-11-22,2012-05-15,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,South America; North America,Yes,Yes,en,530.0
343,"Korea, Republic of - Australia","['AUS', 'KOR']",2,2014,2014-04-08,2014-12-12,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,Oceania; East Asia,Yes,Yes,en,537.0
344,Turkey - Chile,"['CHL', 'TUR']",2,2009,2009-07-14,2011-03-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,South America; Europe,Yes,Yes,en,539.0
345,India - Malaysia,"['IND', 'MYS']",2,2011,2011-02-18,2011-07-01,In Force,Free Trade Agreement & Economic Integration Agreement,Enabling Clause & GATS Art. V,Bilateral,West Asia; East Asia,Yes,Yes,en,544.0
346,Turkey - Albania,"['ALB', 'TUR']",2,2006,2006-12-22,2008-05-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,560.0
347,Pakistan - Sri Lanka,"['LKA', 'PAK']",2,2002,2002-08-01,2005-06-12,In Force,Free Trade Agreement,Enabling Clause,Bilateral,West Asia,No,Yes,en,561.0
348,India - Bhutan,"['BTN', 'IND']",2,2006,2006-07-28,2006-07-29,In Force,Free Trade Agreement,Enabling Clause,Bilateral,West Asia,No,No,en,562.0
349,EU - Bosnia and Herzegovina,"['AUT', 'BEL', 'BGR', 'BIH', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,2008,2008-06-16,2008-07-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe,No,No,en,564.0
350,Iceland - Faroe Islands,"['FRO', 'ISL']",2,2005,2005-08-31,2006-11-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,Europe,No,No,en,566.0
351,Brunei Darussalam - Japan,"['BRN', 'JPN']",2,2007,2007-06-18,2008-07-31,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia,No,Yes,en,567.0
352,Canada - Jordan,"['CAN', 'JOR']",2,2009,2009-06-28,2012-10-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,North America; Middle East,Yes,Yes,en,568.0
353,Ukraine - Azerbaijan,"['AZE', 'UKR']",2,1995,1995-07-28,1996-09-02,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,570.0
354,Ukraine - Belarus,"['BLR', 'UKR']",2,1992,1992-12-17,2006-11-11,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,571.0
355,Ukraine - Kazakhstan,"['KAZ', 'UKR']",2,1994,1994-09-17,1998-10-19,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,572.0
356,Ukraine - Former Yugoslav Republic of Macedonia,"['MKD', 'UKR']",2,2001,2001-01-18,2001-07-05,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,573.0
357,Ukraine - Moldova,"['MDA', 'UKR']",2,2003,2003-11-13,2005-05-19,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,574.0
358,Ukraine - Tajikistan,"['TJK', 'UKR']",2,2001,2001-07-06,2002-07-11,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,576.0
359,Ukraine -Turkmenistan,"['TKM', 'UKR']",2,1994,1994-11-05,1995-11-04,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,577.0
360,Ukraine - Uzbekistan,"['UKR', 'UZB']",2,1994,1994-12-29,1996-01-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,578.0
361,Common Economic Zone (CEZ),"['BLR', 'KAZ', 'RUS', 'UKR']",4,2003,2003-09-19,2004-05-20,In Force,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Commonwealth of Independent States (CIS),No,No,en,579.0
362,Ukraine - Russian Federation,"['RUS', 'UKR']",2,1993,1993-06-24,1994-02-21,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,580.0
363,Pacific Island Countries Trade Agreement (PICTA),"['COK', 'FJI', 'FSM', 'KIR', 'NIU', 'NRU', 'PNG', 'SLB', 'TON', 'TUV', 'VUT', 'WSM']",12,2001,2001-08-18,2003-04-13,In Force,Free Trade Agreement,Enabling Clause,Plurilateral,Oceania,No,No,en,582.0
364,Agadir Agreement,"['EGY', 'JOR', 'MAR', 'TUN']",4,2004,2004-02-25,2007-03-27,In Force,Free Trade Agreement,Enabling Clause,Plurilateral,Africa; Middle East,Yes,Yes,en,583.0
365,EFTA - Albania,"['ALB', 'CHE', 'ISL', 'LIE', 'NOR']",5,2009,2009-12-17,2010-11-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe,No,Yes,en,600.0
366,EFTA - Serbia,"['CHE', 'ISL', 'LIE', 'NOR', 'SRB']",5,2009,2009-12-17,2010-10-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe,No,No,en,603.0
367,EFTA - Ukraine,"['CHE', 'ISL', 'LIE', 'NOR', 'UKR']",5,2010,2010-06-24,2012-06-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,604.0
368,EU - CARIFORUM States EPA,"['ATG', 'AUT', 'BEL', 'BGR', 'BHS', 'BLZ', 'BRB', 'CYP', 'CZE', 'DEU', 'DMA', 'DNK', 'DOM', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'GRD', 'GUY', 'HRV', 'HUN', 'IRL', 'ITA', 'JAM', 'KNA', 'LCA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SUR', 'SVK', 'SVN', 'SWE', 'TTO', 'VCT']",42,2008,2008-10-15,2008-11-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral; One Party is an RTA,Caribbean; Europe; Central America; South America,Yes,No,en,605.0
369,Canada - Panama,"['CAN', 'PAN']",2,2010,2010-05-14,2013-04-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,North America; Central America,Yes,Yes,en,608.0
370,GUAM,"['AZE', 'GEO', 'MDA', 'UKR']",4,2002,2002-07-20,2003-12-10,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Commonwealth of Independent States (CIS),No,No,en,620.0
371,EFTA - SACU,"['BWA', 'CHE', 'ISL', 'LIE', 'LSO', 'NAM', 'NOR', 'SWZ', 'ZAF']",9,2006,2006-06-26,2008-05-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; All Parties are RTAs,Africa; Europe,Yes,Yes,en,621.0
372,Japan - Philippines,"['JPN', 'PHL']",2,2006,2006-09-09,2008-12-11,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia,No,Yes,en,622.0
373,EU - Côte d'Ivoire,"['AUT', 'BEL', 'BGR', 'CIV', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,2008,2008-11-26,2016-09-03,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,623.0
374,Chile - India,"['CHL', 'IND']",2,2006,2006-03-08,2007-08-17,In Force,Partial Scope Agreement,Enabling Clause,Bilateral,South America; West Asia,Yes,Yes,en,625.0
375,Turkey - Serbia,"['SRB', 'TUR']",2,2009,2009-06-01,2010-09-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,No,en,627.0
376,Switzerland - China,"['CHE', 'CHN']",2,2013,2013-07-06,2014-07-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Europe,Yes,Yes,en,635.0
377,Turkey - Georgia,"['GEO', 'TUR']",2,2007,2007-11-21,2008-11-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS); Europe,Yes,Yes,en,636.0
378,Mauritius - Pakistan,"['MUS', 'PAK']",2,2007,2007-07-30,2007-11-30,In Force,Partial Scope Agreement,Enabling Clause,Bilateral,Africa; West Asia,Yes,Yes,en,638.0
379,Rep. of Korea - New Zealand,"['KOR', 'NZL']",2,2015,2015-03-23,2015-12-20,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Oceania,Yes,Yes,en,643.0
380,"Peru - Korea, Republic of","['KOR', 'PER']",2,2011,2011-03-21,2011-08-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; South America,Yes,Yes,en,645.0
381,Colombia - Mexico,"['COL', 'MEX']",2,1994,1994-06-13,1995-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,South America; North America,Yes,Yes,es,649.0
382,Mexico - Uruguay,"['MEX', 'URY']",2,2003,2003-11-15,2004-07-15,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,North America; South America,Yes,Yes,es,651.0
383,Peru - Mexico,"['MEX', 'PER']",2,2011,2011-04-06,2012-02-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,North America; South America,Yes,Yes,es,662.0
384,China - New Zealand,"['CHN', 'NZL']",2,2008,2008-04-07,2008-10-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Oceania,Yes,Yes,en,664.0
385,Peru - China,"['CHN', 'PER']",2,2009,2009-04-28,2010-03-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; South America,Yes,Yes,en,666.0
386,Nicaragua - Chinese Taipei,"['NIC', 'TWN']",2,2006,2006-06-16,2008-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Central America,Yes,Yes,en,671.0
387,Canada - Peru,"['CAN', 'PER']",2,2008,2008-05-29,2009-08-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,North America; South America,Yes,Yes,en,672.0
388,EU - Central America,"['AUT', 'BEL', 'BGR', 'CRI', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'GTM', 'HND', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NIC', 'NLD', 'PAN', 'POL', 'PRT', 'ROU', 'SLV', 'SVK', 'SVN', 'SWE']",33,2012,2012-06-29,2013-08-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral; One Party is an RTA,Europe; Central America,Yes,Yes,en,676.0
389,China - Costa Rica,"['CHN', 'CRI']",2,2010,2010-04-08,2011-08-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Central America,Yes,Yes,en,677.0
390,Costa Rica - Singapore,"['CRI', 'SGP']",2,2010,2010-04-06,2013-07-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,Central America; East Asia,Yes,Yes,en,678.0
391,EU - Cameroon,"['AUT', 'BEL', 'BGR', 'CMR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,2009,2009-01-15,2014-08-04,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,680.0
392,EU - Ukraine,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE', 'UKR']",29,2014,2014-06-27,2014-04-23,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,681.0
393,Chile - Viet Nam,"['CHL', 'VNM']",2,2011,2011-11-11,2014-01-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,South America; East Asia,Yes,Yes,en,685.0
394,"EFTA - Hong Kong, China","['CHE', 'HKG', 'ISL', 'LIE', 'NOR']",5,2011,2011-06-21,2012-10-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,East Asia; Europe,Yes,Yes,en,689.0
395,EU - Colombia and Peru,"['AUT', 'BEL', 'BGR', 'COL', 'CYP', 'CZE', 'DEU', 'DNK', 'ECU', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'PER', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",31,2012,2012-06-26,2013-03-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral; One Party is an RTA,Europe; South America,Yes,Yes,en,692.0
396,Canada - Ukraine,"['CAN', 'UKR']",2,2016,2016-07-11,2017-08-01,In Force,Free Trade Agreement,,Bilateral,North America; Commonwealth of Independent States (CIS),Yes,Yes,en,694.0
397,"Korea, Republic of -  Colombia","['COL', 'KOR']",2,2013,2013-02-21,2016-07-15,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,South America; East Asia,Yes,Yes,en,695.0
398,China - Rep. of Korea,"['CHN', 'KOR']",2,2015,2015-06-01,2015-12-20,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia,No,Yes,en,697.0
399,"Korea, Republic of - Turkey","['KOR', 'TUR']",2,2012,2012-08-01,2013-05-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,East Asia; Europe,Yes,Yes,en,699.0
400,Turkey - Montenegro,"['MNE', 'TUR']",2,2008,2008-11-26,2010-03-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,708.0
401,Rep. of Korea - Viet Nam,"['KOR', 'VNM']",2,2015,2015-05-05,2015-12-20,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia,No,Yes,en,709.0
402,EU - Serbia,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SRB', 'SVK', 'SVN', 'SWE']",29,2008,2008-04-29,2010-02-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe,No,No,en,712.0
403,The Cross-Straits Economic Cooperation Framework Agreement (ECFA),"['CHN', 'TWN']",2,2010,2010-06-29,2010-09-12,Early announcement-Signed,Free Trade Agreement & Economic Integration Agreement,,,East Asia,No,Yes,en,713.0
404,"Korea, Republic of - India","['IND', 'KOR']",2,2009,2009-08-07,2010-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,,Bilateral,West Asia; East Asia,Yes,Yes,en,715.0
405,EFTA - Bosnia and Herzegovina,"['BIH', 'CHE', 'ISL', 'LIE', 'NOR']",5,2013,2013-06-24,2015-01-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe,No,No,en,740.0
406,Costa Rica - Peru,"['CRI', 'PER']",2,2011,2011-05-26,2013-06-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,Central America; South America,Yes,Yes,es,741.0
407,Panama - Peru,"['PAN', 'PER']",2,2011,2011-05-25,2012-05-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,Central America; South America,Yes,Yes,es,742.0
408,"Hong Kong, China - Chile","['CHL', 'HKG']",2,2012,2012-12-07,2014-10-09,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,South America; East Asia,Yes,Yes,en,746.0
409,Southern Common Market (MERCOSUR) - Southern African Customs Union (SACU),"['ARG', 'BRA', 'BWA', 'LSO', 'NAM', 'PRY', 'SWZ', 'URY', 'ZAF']",9,2008,2008-12-15,2016-04-01,In Force,Partial Scope Agreement,Enabling Clause,Bilateral; All Parties are RTAs,South America; Africa,Yes,Yes,en,752.0
410,"Colombia - Northern Triangle (El Salvador, Guatemala, Honduras)","['COL', 'GTM', 'HND', 'SLV']",4,2007,2007-08-09,2009-11-12,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,South America; Central America,Yes,Yes,es,755.0
411,EU - Papua New Guinea / Fiji,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FJI', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'PNG', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",30,2009,2009-07-30,2009-12-20,In Force,Free Trade Agreement,GATT Art. XXIV,Plurilateral; One Party is an RTA,Europe; Oceania,Yes,Yes,en,759.0
412,Japan - Peru,"['JPN', 'PER']",2,2011,2011-05-31,2012-03-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; South America,Yes,Yes,en,760.0
413,Treaty on a Free Trade Area between members of the Commonwealth of Independent States (CIS),"['ARM', 'BLR', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'UKR']",8,2011,2011-10-18,2012-09-20,In Force,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Commonwealth of Independent States (CIS),No,No,en,762.0
414,Dominican Republic - Central America,"['CRI', 'DOM', 'GTM', 'HND', 'NIC', 'SLV']",6,1998,1998-04-16,2001-10-04,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Central America; Caribbean,Yes,Yes,es,764.0
415,EFTA - Montenegro,"['CHE', 'ISL', 'LIE', 'MNE', 'NOR']",5,2011,2011-11-14,2012-09-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe,No,Yes,en,765.0
416,EFTA - Central America (Costa Rica and Panama),"['CHE', 'CRI', 'ISL', 'LIE', 'NOR', 'PAN']",6,2013,2013-06-24,2014-08-19,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral; One Party is an RTA,Central America; Europe,Yes,Yes,en,766.0
417,Mexico - Panama,"['MEX', 'PAN']",2,2014,2014-04-03,2015-07-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,North America; Central America,Yes,Yes,es,779.0
418,Turkey - Mauritius,"['MUS', 'TUR']",2,2011,2011-09-09,2013-06-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Africa; Europe,Yes,Yes,en,806.0
419,Turkey - Malaysia,"['MYS', 'TUR']",2,2014,2014-04-17,2015-08-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,East Asia; Europe,Yes,Yes,en,823.0
420,Russian Federation - Belarus,"['BLR', 'RUS']",2,1992,1992-11-13,1993-04-20,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,828.0
421,Russian Federation - Republic of Moldova,"['MDA', 'RUS']",2,1993,1993-02-09,1993-03-30,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,829.0
422,Russian Federation - Azerbaijan,"['AZE', 'RUS']",2,1992,1992-09-30,1993-02-17,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,830.0
423,Russian Federation - Kazakhstan,"['KAZ', 'RUS']",2,1992,1992-10-22,1993-06-07,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,832.0
424,Russian Federation - Tajikistan,"['RUS', 'TJK']",2,1992,1992-10-10,1993-04-08,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,834.0
425,Japan - Mongolia,"['JPN', 'MNG']",2,2015,2015-02-10,2016-06-07,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia,No,Yes,en,835.0
426,East African Community (EAC) - Accession of Burundi and Rwanda,"['BDI', 'KEN', 'RWA', 'TZA', 'UGA']",5,2007,2007-06-18,2007-07-01,In Force,Customs Union,Enabling Clause,Plurilateral,Africa,No,Yes,en,838.0
427,EU - Georgia,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GEO', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,2014,2014-06-27,2014-09-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,848.0
428,EU - Rep. of  Moldova,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MDA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,2014,2014-06-27,2014-09-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,850.0
429,Russian Federation - Belarus - Kazakhstan,"['BLR', 'KAZ', 'RUS']",3,1995,1995-01-20,1997-12-03,In Force,Customs Union,GATT Art. XXIV,Plurilateral,Commonwealth of Independent States (CIS),No,No,en,857.0
430,Russian Federation - Serbia,"['RUS', 'SRB']",2,2000,2000-08-28,2006-06-03,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS); Europe,Yes,No,en,858.0
431,Russian Federation - Uzbekistan,"['RUS', 'UZB']",2,1992,1992-11-13,1993-03-25,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,861.0
432,Russian Federation - Turkmenistan,"['RUS', 'TKM']",2,1992,1992-11-11,1993-04-06,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,862.0
433,Mexico - Central America,"['CRI', 'GTM', 'HND', 'MEX', 'NIC', 'SLV']",6,2011,2011-11-22,2012-09-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Central America; North America,Yes,Yes,es,863.0
434,Ukraine - Montenegro,"['MNE', 'UKR']",2,2011,2011-11-18,2013-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,868.0
435,India - Thailand,"['IND', 'THA']",2,2003,2003-10-09,2004-09-01,In Force,Partial Scope Agreement,Enabling Clause,Bilateral,West Asia; East Asia,Yes,Yes,en,873.0
436,New Zealand - Chinese Taipei,"['NZL', 'TWN']",2,2013,2013-07-10,2013-12-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Oceania,Yes,Yes,en,874.0
437,El Salvador - Cuba,"['CUB', 'SLV']",2,2011,2011-09-19,2012-08-01,In Force,Partial Scope Agreement,Enabling Clause,Bilateral,Caribbean; Central America,Yes,Yes,es,881.0
438,Pacific Alliance,"['CHL', 'COL', 'MEX', 'PER']",4,2014,2014-02-10,2016-05-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,South America; North America,Yes,Yes,es,889.0
439,Singapore - Chinese Taipei,"['SGP', 'TWN']",2,2013,2013-11-07,2014-04-19,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia,No,Yes,en,890.0
440,Eurasian Economic Union (EAEU),"['ARM', 'BLR', 'KAZ', 'KGZ', 'RUS']",5,2014,2014-05-29,2015-01-01,In Force,Customs Union & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Commonwealth of Independent States (CIS),No,No,en,909.0
441,Eurasian Economic Union (EAEU) - Accession of Armenia,"['ARM', 'BLR', 'KAZ', 'RUS']",4,2014,2014-10-10,2015-01-02,In Force,Customs Union & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Commonwealth of Independent States (CIS),No,No,en,910.0
